dt,txns,net_amount,avg_ticket,active_users,active_cards,fraud_count,fraud_rate,online_share,refund_count
2016-01-24,4860,208850.52,42.97,1372,2332,29,0.5967,12.41,247
2016-01-25,4784,205636.12,42.98,1383,2317,9,0.1881,11.83,215
2016-01-26,4916,208653.39,42.44,1396,2345,4,0.0814,13.3,235
2016-01-27,4723,206785.25,43.78,1379,2290,2,0.0423,12.3,204
2016-01-28,4926,228072.35,46.3,1396,2361,19,0.3857,12.79,243
2016-01-29,4362,193908.2,44.45,1343,2216,2,0.0459,12.43,198
2016-01-30,4474,183909.91,41.11,1336,2178,0,0.0,12.16,279
2016-01-31,4904,206449.04,42.1,1414,2357,30,0.6117,13.11,239
2016-02-01,4743,208205.02,43.9,1378,2320,0,0.0,12.8,214
2016-02-02,4741,203859.54,43.0,1369,2311,14,0.2953,12.15,219
2016-02-03,4594,194099.36,42.25,1371,2285,2,0.0435,12.76,200
2016-02-04,4871,233583.5,47.95,1382,2375,21,0.4311,11.58,218
2016-02-05,4148,197513.75,47.62,1341,2169,1,0.0241,12.87,163
2016-02-06,4406,190236.03,43.18,1347,2236,2,0.0454,13.03,248
2016-02-07,4898,216351.7,44.17,1387,2336,33,0.6737,12.56,225
2016-02-08,4857,204903.47,42.19,1390,2368,4,0.0824,12.07,232
2016-02-09,4731,203906.85,43.1,1367,2308,24,0.5073,12.66,230
2016-02-10,4776,201221.19,42.13,1390,2347,2,0.0419,12.1,233
2016-02-11,4781,211309.52,44.2,1381,2304,14,0.2928,12.34,224
2016-02-12,4438,207030.4,46.65,1367,2258,0,0.0,12.91,203
2016-02-13,4415,192685.5,43.64,1345,2221,0,0.0,12.64,255
2016-02-14,4860,201540.44,41.47,1381,2328,24,0.4938,12.22,251
2016-02-15,4800,191455.09,39.89,1376,2333,2,0.0417,12.19,230
2016-02-16,4691,195844.88,41.75,1362,2258,38,0.8101,13.66,237
2016-02-17,4832,202813.37,41.97,1389,2354,0,0.0,11.53,249
2016-02-18,4858,219404.76,45.16,1383,2320,13,0.2676,12.04,226
2016-02-19,4375,201274.21,46.01,1377,2217,0,0.0,12.21,193
2016-02-20,4463,196047.32,43.93,1343,2229,0,0.0,13.33,245
2016-02-21,4956,189321.16,38.2,1355,2325,18,0.3632,14.53,220
2016-02-22,4764,199887.12,41.96,1370,2301,2,0.042,13.04,241
2016-02-23,4709,200344.47,42.55,1374,2325,17,0.361,11.85,230
2016-02-24,4836,204911.38,42.37,1381,2345,0,0.0,12.12,246
2016-02-25,4998,217312.39,43.48,1368,2350,29,0.5802,12.22,260
2016-02-26,4253,202224.05,47.55,1357,2202,2,0.047,12.74,169
2016-02-27,4414,188165.74,42.63,1350,2199,0,0.0,11.96,271
2016-02-28,4819,205008.5,42.54,1377,2332,19,0.3943,13.24,227
2016-02-29,28,17342.91,619.39,26,26,4,14.2857,39.29,2
2016-03-01,4783,206599.72,43.19,1364,2308,16,0.3345,12.04,237
2016-03-02,4720,191307.61,40.53,1379,2316,0,0.0,12.12,217
2016-03-03,4832,216008.06,44.7,1375,2312,26,0.5381,12.07,221
2016-03-04,4162,199459.68,47.92,1328,2135,0,0.0,12.23,181
2016-03-05,4362,181642.16,41.64,1337,2202,2,0.0459,12.33,254
2016-03-06,4789,203180.75,42.43,1383,2331,18,0.3759,12.49,214
2016-03-07,4754,200803.92,42.24,1366,2346,2,0.0421,12.33,207
2016-03-08,4855,204921.14,42.21,1380,2327,14,0.2884,12.61,216
2016-03-09,4776,196966.26,41.24,1385,2342,0,0.0,12.16,225
2016-03-10,4869,216051.61,44.37,1386,2329,9,0.1848,11.97,249
2016-03-11,4381,193744.56,44.22,1368,2238,0,0.0,12.65,181
2016-03-12,4270,187916.8,44.01,1359,2204,0,0.0,11.99,217
2016-03-13,4775,202805.25,42.47,1366,2310,29,0.6073,13.09,228
2016-03-14,4865,201549.04,41.43,1378,2356,2,0.0411,11.45,245
2016-03-15,4791,194815.06,40.66,1373,2335,33,0.6888,13.05,229
2016-03-16,4779,187281.28,39.19,1378,2319,0,0.0,12.64,233
2016-03-17,4775,207786.29,43.52,1381,2313,29,0.6073,13.05,229
2016-03-18,4240,193957.43,45.74,1350,2193,2,0.0472,12.48,179
2016-03-19,4361,191503.43,43.91,1345,2241,0,0.0,12.73,220
2016-03-20,4735,195858.65,41.36,1379,2322,22,0.4646,12.71,209
2016-03-21,4619,211552.76,45.8,1372,2302,2,0.0433,11.91,206
2016-03-22,4786,197493.42,41.26,1384,2350,13,0.2716,12.16,242
2016-03-23,4728,190797.08,40.35,1378,2310,0,0.0,11.91,235
2016-03-24,4806,219203.25,45.61,1367,2327,13,0.2705,12.86,213
2016-03-25,4302,199394.92,46.35,1342,2219,0,0.0,12.78,182
2016-03-26,4429,195757.76,44.2,1356,2231,0,0.0,12.19,239
2016-03-27,4896,213603.8,43.63,1388,2373,27,0.5515,12.19,260
2016-03-28,4710,188209.29,39.96,1363,2284,2,0.0425,12.34,248
2016-03-29,4742,204258.63,43.07,1366,2289,25,0.5272,13.48,210
2016-03-30,4896,212344.25,43.37,1390,2385,0,0.0,11.83,230
2016-03-31,4897,224757.74,45.9,1379,2331,33,0.6739,12.5,235
2016-04-01,4419,201345.1,45.56,1373,2247,0,0.0,13.58,195
2016-04-02,4386,194209.55,44.28,1362,2204,4,0.0912,12.45,248
2016-04-03,4746,196168.36,41.33,1377,2345,28,0.59,12.39,221
2016-04-04,4797,197755.73,41.22,1384,2305,4,0.0834,11.67,232
2016-04-05,4763,202740.71,42.57,1371,2310,25,0.5249,13.18,229
2016-04-06,4722,197335.56,41.79,1361,2254,0,0.0,12.88,219
2016-04-07,4788,212575.52,44.4,1378,2278,10,0.2089,11.49,239
2016-04-08,4187,191550.83,45.75,1340,2151,4,0.0955,12.68,164
2016-04-09,4390,186632.75,42.51,1358,2238,2,0.0456,12.23,253
2016-04-10,4740,199211.64,42.03,1372,2308,28,0.5907,12.22,208
2016-04-11,4792,204297.42,42.63,1369,2333,2,0.0417,12.83,211
2016-04-12,4794,202236.41,42.19,1374,2345,14,0.292,12.06,232
2016-04-13,4742,202293.56,42.66,1385,2329,0,0.0,12.44,241
2016-04-14,4864,218692.4,44.96,1396,2365,27,0.5551,12.62,231
2016-04-15,4354,195003.64,44.79,1375,2240,0,0.0,13.23,177
2016-04-16,4333,185773.25,42.87,1343,2206,0,0.0,13.27,247
2016-04-17,4973,199545.2,40.13,1407,2374,35,0.7038,12.51,252
2016-04-18,4731,196027.43,41.43,1398,2311,0,0.0,11.96,233
2016-04-19,4813,200207.51,41.6,1358,2314,19,0.3948,12.82,242
2016-04-20,4810,207374.57,43.11,1364,2324,0,0.0,11.66,264
2016-04-21,4815,217422.36,45.16,1396,2346,17,0.3531,12.9,217
2016-04-22,4274,195379.58,45.71,1348,2201,0,0.0,12.96,182
2016-04-23,4328,186489.39,43.09,1362,2185,4,0.0924,12.8,222
2016-04-24,4894,196444.89,40.14,1387,2319,16,0.3269,12.18,243
2016-04-25,4737,191442.31,40.41,1372,2303,0,0.0,12.52,239
2016-04-26,4809,198099.52,41.19,1383,2346,30,0.6238,12.75,241
2016-04-27,4691,200405.32,42.72,1371,2318,0,0.0,12.39,217
2016-04-28,4786,214409.32,44.8,1388,2372,41,0.8567,12.47,219
2016-04-29,4210,198905.02,47.25,1352,2172,0,0.0,12.95,167
2016-04-30,4440,189467.19,42.67,1355,2233,2,0.045,12.45,262
2016-05-01,4723,207981.0,44.04,1379,2329,42,0.8893,12.11,217
2016-05-02,4793,194071.08,40.49,1376,2318,0,0.0,11.81,226
2016-05-03,4819,207319.99,43.02,1397,2350,25,0.5188,11.79,220
2016-05-04,4783,190295.64,39.79,1373,2340,2,0.0418,11.6,245
2016-05-05,4959,218909.41,44.14,1391,2377,23,0.4638,11.72,238
2016-05-06,4315,192331.67,44.57,1345,2213,0,0.0,12.47,187
2016-05-07,4361,186925.91,42.86,1338,2190,0,0.0,12.29,237
2016-05-08,4827,205471.65,42.57,1384,2348,23,0.4765,12.47,222
2016-05-09,4731,200071.53,42.29,1390,2360,0,0.0,11.94,219
2016-05-10,4753,201595.01,42.41,1380,2325,15,0.3156,12.88,220
2016-05-11,4740,207778.9,43.84,1381,2311,0,0.0,12.81,222
2016-05-12,4922,219810.37,44.66,1382,2363,23,0.4673,11.78,242
2016-05-13,4219,192743.71,45.68,1344,2170,0,0.0,12.51,180
2016-05-14,4434,189742.54,42.79,1367,2205,0,0.0,11.43,249
2016-05-15,4866,200648.1,41.23,1396,2363,29,0.596,12.04,244
2016-05-16,4814,197861.74,41.1,1391,2348,0,0.0,12.32,219
2016-05-17,4783,200235.71,41.86,1384,2336,19,0.3972,12.17,217
2016-05-18,4791,206000.37,43.0,1398,2332,0,0.0,12.38,232
2016-05-19,4920,211914.21,43.07,1401,2389,14,0.2846,11.85,256
2016-05-20,4306,191899.65,44.57,1366,2220,0,0.0,12.7,216
2016-05-21,4420,183280.89,41.47,1361,2223,2,0.0452,12.6,261
2016-05-22,4881,208827.84,42.78,1387,2355,31,0.6351,12.35,243
2016-05-23,4785,206223.41,43.1,1391,2304,0,0.0,12.04,225
2016-05-24,4765,201475.7,42.28,1384,2313,27,0.5666,12.44,223
2016-05-25,4790,199778.12,41.71,1376,2290,0,0.0,12.19,227
2016-05-26,4904,210682.16,42.96,1386,2366,5,0.102,12.34,242
2016-05-27,4218,196317.96,46.54,1331,2210,0,0.0,13.37,168
2016-05-28,4342,186811.99,43.02,1353,2219,0,0.0,11.81,267
2016-05-29,4936,184504.48,37.38,1363,2313,33,0.6686,14.87,242
2016-05-30,4725,199051.58,42.13,1371,2299,0,0.0,12.08,231
2016-05-31,4806,199529.71,41.52,1380,2345,14,0.2913,12.55,226
2016-06-01,4863,204854.35,42.13,1389,2334,2,0.0411,12.01,234
2016-06-02,4920,220409.27,44.8,1379,2326,16,0.3252,12.07,259
2016-06-03,4319,208572.74,48.29,1348,2193,2,0.0463,12.5,194
2016-06-04,4406,188552.05,42.79,1351,2232,0,0.0,11.73,231
2016-06-05,4972,210377.89,42.31,1392,2396,22,0.4425,12.07,256
2016-06-06,4833,211462.83,43.75,1374,2319,0,0.0,11.96,232
2016-06-07,4765,203874.27,42.79,1383,2326,13,0.2728,12.26,242
2016-06-08,4838,209968.17,43.4,1369,2349,2,0.0413,12.11,246
2016-06-09,4906,216254.07,44.08,1366,2332,14,0.2854,12.72,229
2016-06-10,4310,206149.36,47.83,1342,2239,0,0.0,12.88,183
2016-06-11,4372,193938.04,44.36,1366,2213,0,0.0,12.51,239
2016-06-12,4850,209714.48,43.24,1384,2347,42,0.866,13.09,222
2016-06-13,4912,204987.08,41.73,1379,2340,0,0.0,12.34,241
2016-06-14,4912,217226.95,44.22,1391,2373,16,0.3257,12.6,239
2016-06-15,4874,200637.91,41.16,1374,2344,0,0.0,12.27,243
2016-06-16,4927,222568.83,45.17,1385,2363,16,0.3247,12.44,250
2016-06-17,4364,195325.67,44.76,1342,2212,2,0.0458,12.58,190
2016-06-18,4374,194949.2,44.57,1348,2227,4,0.0914,12.39,246
2016-06-19,4960,211562.79,42.65,1377,2381,11,0.2218,12.44,239
2016-06-20,4730,201848.4,42.67,1373,2324,0,0.0,13.57,213
2016-06-21,4762,200845.4,42.18,1380,2311,24,0.504,12.83,247
2016-06-22,4726,202503.23,42.85,1363,2284,0,0.0,13.31,221
2016-06-23,4791,206686.23,43.14,1376,2354,14,0.2922,12.65,235
2016-06-24,4264,198909.63,46.65,1356,2248,0,0.0,13.11,183
2016-06-25,4486,192617.72,42.94,1353,2219,0,0.0,12.64,259
2016-06-26,4820,210739.31,43.72,1368,2340,26,0.5394,12.74,211
2016-06-27,4782,195052.14,40.79,1384,2323,0,0.0,12.32,228
2016-06-28,4857,204312.52,42.07,1375,2329,15,0.3088,12.72,246
2016-06-29,4763,199875.95,41.96,1372,2309,0,0.0,12.18,244
2016-06-30,4872,214755.62,44.08,1390,2381,23,0.4721,13.28,238
2016-07-01,4287,205790.33,48.0,1368,2239,2,0.0467,12.83,193
2016-07-02,4445,200272.76,45.06,1367,2248,0,0.0,13.52,228
2016-07-03,4728,193307.53,40.89,1379,2314,12,0.2538,12.63,233
2016-07-04,4820,180213.64,37.39,1381,2323,0,0.0,14.17,205
2016-07-05,4778,195590.42,40.94,1362,2302,15,0.3139,12.24,225
2016-07-06,4813,204528.0,42.49,1353,2294,0,0.0,11.95,244
2016-07-07,4915,219721.93,44.7,1392,2339,21,0.4273,11.64,248
2016-07-08,4281,201049.82,46.96,1350,2204,0,0.0,12.87,191
2016-07-09,4411,197200.24,44.71,1370,2217,0,0.0,11.9,253
2016-07-10,4906,215626.6,43.95,1384,2301,32,0.6523,12.58,259
2016-07-11,4977,203287.32,40.85,1403,2372,0,0.0,12.88,260
2016-07-12,4761,207994.81,43.69,1376,2304,25,0.5251,12.52,208
2016-07-13,4920,206202.26,41.91,1368,2337,0,0.0,11.63,254
2016-07-14,4802,209062.53,43.54,1366,2339,18,0.3748,12.2,252
2016-07-15,4216,201813.79,47.87,1342,2212,0,0.0,13.31,179
2016-07-16,4371,197786.67,45.25,1351,2238,0,0.0,12.13,233
2016-07-17,4813,207720.11,43.16,1394,2349,23,0.4779,12.47,229
2016-07-18,4848,204392.54,42.16,1384,2308,2,0.0413,12.29,236
2016-07-19,4934,210004.64,42.56,1391,2360,18,0.3648,11.61,269
2016-07-20,4857,205588.25,42.33,1383,2369,0,0.0,12.02,224
2016-07-21,4789,214766.68,44.85,1394,2362,27,0.5638,12.53,238
2016-07-22,4333,196980.14,45.46,1347,2188,2,0.0462,12.58,199
2016-07-23,4409,197311.39,44.75,1369,2223,0,0.0,12.52,261
2016-07-24,4726,191780.61,40.58,1369,2288,15,0.3174,12.76,225
2016-07-25,4812,185302.16,38.51,1395,2360,0,0.0,12.72,253
2016-07-26,4942,206936.07,41.87,1397,2365,16,0.3238,12.73,251
2016-07-27,4837,205485.1,42.48,1365,2312,0,0.0,12.05,233
2016-07-28,4934,220281.71,44.65,1409,2385,9,0.1824,12.95,221
2016-07-29,4262,201120.22,47.19,1340,2177,0,0.0,13.28,186
2016-07-30,4485,197426.24,44.02,1353,2241,0,0.0,12.02,253
2016-07-31,4768,201965.69,42.36,1372,2301,27,0.5663,13.23,226
2016-08-01,4814,203988.93,42.37,1372,2283,2,0.0415,11.78,219
2016-08-02,4698,193311.73,41.15,1391,2327,14,0.298,12.15,220
2016-08-03,4809,195545.22,40.66,1377,2332,0,0.0,12.52,232
2016-08-04,4816,209076.16,43.41,1399,2329,10,0.2076,12.79,233
2016-08-05,4219,194205.07,46.03,1344,2184,2,0.0474,13.2,190
2016-08-06,4449,195140.18,43.86,1364,2205,0,0.0,12.2,250
2016-08-07,4792,209259.41,43.67,1377,2336,16,0.3339,12.48,219
2016-08-08,4753,200093.18,42.1,1375,2307,2,0.0421,12.6,229
2016-08-09,4739,198048.4,41.79,1362,2306,13,0.2743,12.6,217
2016-08-10,4843,207099.58,42.76,1382,2346,0,0.0,12.49,217
2016-08-11,4877,208161.82,42.68,1394,2359,35,0.7177,12.22,248
2016-08-12,4387,208904.25,47.62,1347,2249,0,0.0,12.49,186
2016-08-13,4343,187288.26,43.12,1343,2180,0,0.0,12.53,245
2016-08-14,4905,202022.9,41.19,1384,2348,24,0.4893,12.76,250
2016-08-15,4755,195869.86,41.19,1397,2343,2,0.0421,13.5,210
2016-08-16,4732,206219.1,43.58,1370,2287,24,0.5072,12.51,229
2016-08-17,4847,199845.9,41.23,1381,2299,0,0.0,12.13,231
2016-08-18,4882,214608.81,43.96,1387,2358,16,0.3277,12.68,237
2016-08-19,4361,206387.21,47.33,1367,2246,2,0.0459,12.45,182
2016-08-20,4390,198660.23,45.25,1352,2232,0,0.0,12.78,258
2016-08-21,4767,200506.34,42.06,1397,2322,26,0.5454,12.73,210
2016-08-22,4767,198924.96,41.73,1386,2381,0,0.0,12.48,237
2016-08-23,4815,207207.77,43.03,1368,2317,23,0.4777,12.34,244
2016-08-24,4820,205494.22,42.63,1385,2328,0,0.0,11.62,242
2016-08-25,4997,215435.56,43.11,1403,2382,26,0.5203,12.77,261
2016-08-26,4231,195663.28,46.25,1366,2217,0,0.0,13.05,180
2016-08-27,4308,178961.56,41.54,1348,2206,2,0.0464,13.23,240
2016-08-28,4870,214561.17,44.06,1386,2349,32,0.6571,12.9,224
2016-08-29,4730,196835.26,41.61,1367,2312,2,0.0423,12.45,229
2016-08-30,4793,202438.04,42.24,1371,2316,37,0.772,13.27,245
2016-08-31,4844,202588.99,41.82,1390,2349,6,0.1239,12.68,247
2016-09-01,4963,224626.53,45.26,1391,2374,8,0.1612,12.27,250
2016-09-02,4314,199828.46,46.32,1345,2251,0,0.0,12.54,187
2016-09-03,4368,187524.38,42.93,1349,2197,2,0.0458,12.73,253
2016-09-04,4916,185178.79,37.67,1386,2356,27,0.5492,15.56,217
2016-09-05,4774,198137.43,41.5,1374,2298,0,0.0,12.76,245
2016-09-06,4793,197027.75,41.11,1392,2336,20,0.4173,12.77,250
2016-09-07,4720,204759.69,43.38,1388,2326,0,0.0,12.08,218
2016-09-08,4800,217100.92,45.23,1362,2312,13,0.2708,13.04,215
2016-09-09,4245,190256.55,44.82,1356,2237,0,0.0,13.22,189
2016-09-10,4381,181268.75,41.38,1339,2215,0,0.0,12.28,231
2016-09-11,4783,209004.33,43.7,1388,2364,36,0.7527,12.94,220
2016-09-12,4874,206591.99,42.39,1388,2334,2,0.041,12.45,234
2016-09-13,4845,213219.12,44.01,1376,2355,26,0.5366,12.65,203
2016-09-14,4801,216390.92,45.07,1403,2355,0,0.0,12.62,239
2016-09-15,4859,216387.83,44.53,1393,2365,21,0.4322,12.8,219
2016-09-16,4158,194790.11,46.85,1347,2179,0,0.0,12.24,174
2016-09-17,4433,188742.34,42.58,1383,2263,0,0.0,12.54,228
2016-09-18,4927,206594.14,41.93,1399,2380,48,0.9742,12.6,252
2016-09-19,4711,203539.06,43.21,1388,2324,2,0.0425,12.88,214
2016-09-20,4764,194954.6,40.92,1374,2333,13,0.2729,11.88,236
2016-09-21,4751,204004.0,42.94,1380,2356,0,0.0,12.02,216
2016-09-22,4920,217728.31,44.25,1400,2369,22,0.4472,12.05,233
2016-09-23,4251,194240.97,45.69,1352,2170,4,0.0941,12.59,176
2016-09-24,4350,177462.1,40.8,1369,2255,0,0.0,11.66,231
2016-09-25,4830,199597.95,41.32,1377,2333,35,0.7246,13.23,258
2016-09-26,4834,195124.35,40.36,1395,2366,0,0.0,12.85,237
2016-09-27,4832,202582.86,41.93,1387,2325,20,0.4139,12.42,249
2016-09-28,4776,201131.98,42.11,1378,2315,0,0.0,12.14,227
2016-09-29,4848,219501.38,45.28,1381,2321,19,0.3919,12.46,257
2016-09-30,4235,195749.17,46.22,1363,2227,4,0.0945,13.25,171
2016-10-01,4429,188826.76,42.63,1365,2265,0,0.0,12.98,226
2016-10-02,4812,197418.55,41.03,1355,2338,14,0.2909,12.72,243
2016-10-03,4797,198010.22,41.28,1385,2322,0,0.0,12.34,218
2016-10-04,4962,203506.02,41.01,1400,2362,24,0.4837,13.04,239
2016-10-05,4845,206736.65,42.67,1392,2369,0,0.0,11.93,231
2016-10-06,4813,219257.91,45.56,1382,2324,21,0.4363,12.67,222
2016-10-07,4198,196629.69,46.84,1351,2191,0,0.0,12.79,185
2016-10-08,4481,186734.76,41.67,1358,2264,0,0.0,11.98,245
2016-10-09,4683,208018.01,44.42,1377,2297,20,0.4271,12.39,220
2016-10-10,4744,190821.88,40.22,1391,2324,0,0.0,11.91,211
2016-10-11,4927,211271.14,42.88,1401,2359,15,0.3044,12.12,244
2016-10-12,4816,202617.67,42.07,1384,2338,0,0.0,11.25,227
2016-10-13,4952,218510.88,44.13,1401,2364,7,0.1414,12.66,226
2016-10-14,4272,189985.42,44.47,1350,2195,0,0.0,13.44,190
2016-10-15,4402,190454.62,43.27,1360,2220,0,0.0,12.59,256
2016-10-16,4843,197986.67,40.88,1373,2321,25,0.5162,11.87,248
2016-10-17,4734,206213.6,43.56,1379,2326,2,0.0422,13.27,220
2016-10-18,4706,196600.93,41.78,1360,2287,11,0.2337,12.35,215
2016-10-19,4713,199040.35,42.23,1378,2293,0,0.0,11.65,236
2016-10-20,4847,219217.24,45.23,1381,2332,25,0.5158,12.81,224
2016-10-21,4269,190163.18,44.55,1365,2219,0,0.0,12.04,190
2016-10-22,4546,190288.79,41.86,1369,2264,2,0.044,11.79,274
2016-10-23,4895,216699.24,44.27,1383,2359,40,0.8172,12.36,240
2016-10-24,4784,202560.06,42.34,1393,2352,2,0.0418,12.02,236
2016-10-25,4744,194934.68,41.09,1377,2354,9,0.1897,12.29,222
2016-10-26,4896,204450.54,41.76,1381,2343,0,0.0,11.97,239
2016-10-27,4794,211961.46,44.21,1383,2334,0,0.0,11.64,232
2016-10-28,4335,206120.35,47.55,1360,2215,2,0.0461,13.22,186
2016-10-29,4393,193297.75,44.0,1377,2233,0,0.0,12.36,244
2016-10-30,4813,192323.91,39.96,1378,2361,12,0.2493,11.97,233
2016-10-31,4717,200678.93,42.54,1385,2356,0,0.0,11.91,232
2016-11-01,4910,208004.27,42.36,1380,2335,34,0.6925,12.18,241
2016-11-02,4788,196219.33,40.98,1389,2328,0,0.0,12.05,230
2016-11-03,4925,223014.39,45.28,1396,2353,19,0.3858,13.02,228
2016-11-04,4333,190475.07,43.96,1345,2226,0,0.0,11.93,207
2016-11-05,4356,186827.65,42.89,1355,2236,2,0.0459,12.24,255
2016-11-06,4919,212988.89,43.3,1392,2370,26,0.5286,12.42,237
2016-11-07,4720,194846.79,41.28,1384,2304,4,0.0847,11.95,221
2016-11-08,4827,220057.42,45.59,1403,2343,23,0.4765,12.62,228
2016-11-09,4812,204483.58,42.49,1398,2325,0,0.0,12.03,227
2016-11-10,4848,214660.13,44.28,1397,2349,10,0.2063,11.45,251
2016-11-11,4252,200847.92,47.24,1350,2199,0,0.0,13.08,166
2016-11-12,4384,191090.7,43.59,1353,2184,0,0.0,12.68,255
2016-11-13,4869,207257.1,42.57,1384,2348,38,0.7804,12.63,230
2016-11-14,4744,195938.96,41.3,1398,2357,2,0.0422,11.85,192
2016-11-15,4877,207199.36,42.49,1385,2315,16,0.3281,13.16,232
2016-11-16,4881,211138.39,43.26,1375,2321,0,0.0,12.09,249
2016-11-17,4942,222399.13,45.0,1389,2378,18,0.3642,11.98,232
2016-11-18,4238,195479.14,46.13,1352,2209,2,0.0472,12.79,172
2016-11-19,4454,181080.04,40.66,1357,2237,2,0.0449,12.19,258
2016-11-20,4803,203040.58,42.27,1397,2330,40,0.8328,13.16,225
2016-11-21,4780,199411.2,41.72,1388,2329,0,0.0,11.84,236
2016-11-22,4845,205001.17,42.31,1381,2368,9,0.1858,12.55,213
2016-11-23,4967,183186.63,36.88,1371,2367,0,0.0,14.46,242
2016-11-24,4954,224230.06,45.26,1385,2363,25,0.5046,12.47,235
2016-11-25,4239,194154.1,45.8,1357,2250,2,0.0472,13.07,189
2016-11-26,4473,187787.17,41.98,1382,2270,0,0.0,12.27,256
2016-11-27,4902,212623.84,43.37,1397,2368,21,0.4284,12.73,220
2016-11-28,4824,200729.59,41.61,1384,2357,0,0.0,12.4,225
2016-11-29,4780,205791.24,43.05,1380,2352,11,0.2301,12.11,218
2016-11-30,4718,200821.57,42.56,1362,2292,2,0.0424,12.53,221
2016-12-01,4913,220261.72,44.83,1394,2384,17,0.346,12.38,239
2016-12-02,4284,194356.9,45.37,1346,2198,0,0.0,12.28,210
2016-12-03,4475,196148.76,43.83,1368,2246,0,0.0,12.31,242
2016-12-04,4809,204993.43,42.63,1373,2348,15,0.3119,12.68,222
2016-12-05,4783,197586.57,41.31,1389,2306,2,0.0418,12.52,244
2016-12-06,4767,202174.48,42.41,1371,2298,15,0.3147,12.25,229
2016-12-07,4784,199840.16,41.77,1371,2327,0,0.0,12.12,237
2016-12-08,4845,216324.49,44.65,1385,2337,18,0.3715,12.26,227
2016-12-09,4262,193980.34,45.51,1342,2199,2,0.0469,12.22,189
2016-12-10,4483,187282.97,41.78,1352,2243,0,0.0,12.87,253
2016-12-11,4902,216976.47,44.26,1386,2364,35,0.714,12.63,227
2016-12-12,4843,204502.36,42.23,1399,2360,0,0.0,12.0,219
2016-12-13,4896,206808.34,42.24,1392,2342,14,0.2859,11.97,239
2016-12-14,4794,200787.32,41.88,1379,2344,0,0.0,12.33,231
2016-12-15,4934,211341.22,42.83,1395,2384,27,0.5472,12.44,248
2016-12-16,4252,194456.73,45.73,1354,2189,0,0.0,11.83,183
2016-12-17,4403,190441.88,43.25,1344,2201,0,0.0,11.9,259
2016-12-18,4758,208715.48,43.87,1382,2290,27,0.5675,12.17,234
2016-12-19,4685,188327.25,40.2,1363,2286,0,0.0,11.53,232
2016-12-20,4773,197897.14,41.46,1381,2298,0,0.0,12.47,234
2016-12-21,4779,192484.66,40.28,1405,2357,0,0.0,12.41,214
2016-12-22,4848,213869.25,44.11,1389,2365,2,0.0413,11.84,217
2016-12-23,4276,198041.07,46.31,1354,2216,0,0.0,12.93,183
2016-12-24,4524,202123.1,44.68,1375,2271,0,0.0,12.91,240
2016-12-25,4832,187851.64,38.88,1371,2344,0,0.0,14.26,200
2016-12-26,4860,195718.33,40.27,1391,2323,0,0.0,11.95,239
2016-12-27,4789,201176.96,42.01,1380,2328,0,0.0,12.57,228
2016-12-28,4853,194641.74,40.11,1388,2334,0,0.0,12.18,249
2016-12-29,4787,202733.22,42.35,1390,2368,0,0.0,12.18,211
2016-12-30,4332,201122.34,46.43,1354,2227,0,0.0,12.63,176
2016-12-31,4417,176554.24,39.97,1348,2202,0,0.0,12.36,249
2017-01-01,4908,178071.53,36.28,1370,2330,0,0.0,13.63,226
2017-01-02,4309,199999.19,46.41,1343,2188,0,0.0,12.95,173
2017-01-03,4801,207862.67,43.3,1390,2382,0,0.0,12.1,213
2017-01-04,4918,205017.74,41.69,1383,2373,0,0.0,11.49,225
2017-01-05,4834,203731.85,42.15,1393,2333,0,0.0,12.06,243
2017-01-06,4807,196674.91,40.91,1373,2278,0,0.0,12.75,229
2017-01-07,4922,215868.66,43.86,1394,2350,0,0.0,11.7,232
2017-01-08,4304,197808.19,45.96,1353,2219,0,0.0,12.41,177
2017-01-09,4404,180555.11,41.0,1358,2212,0,0.0,12.78,252
2017-01-10,4737,199173.13,42.05,1371,2300,0,0.0,12.81,229
2017-01-11,4794,202673.94,42.28,1376,2315,0,0.0,12.29,226
2017-01-12,4827,198996.01,41.23,1374,2329,0,0.0,12.53,238
2017-01-13,4891,204863.5,41.89,1388,2352,0,0.0,12.1,234
2017-01-14,4861,218172.68,44.88,1393,2322,0,0.0,12.12,235
2017-01-15,4247,188000.48,44.27,1347,2190,0,0.0,13.09,192
2017-01-16,4414,191838.87,43.46,1355,2235,0,0.0,13.5,241
2017-01-17,4851,181193.89,37.35,1366,2308,0,0.0,14.7,212
2017-01-18,4754,203142.53,42.73,1381,2296,0,0.0,12.05,221
2017-01-19,4982,205919.44,41.33,1394,2340,0,0.0,12.22,250
2017-01-20,4769,212233.6,44.5,1374,2293,0,0.0,12.48,226
2017-01-21,4930,217297.81,44.08,1386,2361,0,0.0,12.33,256
2017-01-22,4251,192124.42,45.2,1357,2220,0,0.0,12.49,192
2017-01-23,4385,196499.19,44.81,1379,2252,0,0.0,12.16,234
2017-01-24,4926,196171.02,39.82,1392,2378,0,0.0,11.88,252
2017-01-25,4859,197692.29,40.69,1386,2350,0,0.0,11.44,250
2017-01-26,4852,199891.65,41.2,1403,2379,0,0.0,12.57,234
2017-01-27,4796,199264.46,41.55,1392,2384,0,0.0,12.32,231
2017-01-28,4822,215750.33,44.74,1380,2352,0,0.0,11.88,226
2017-01-29,4390,197108.49,44.9,1350,2231,0,0.0,12.03,204
